id,txn_id,credit_debit_indicator,amount,revr_txn_id,value_date,transaction_date,booking_date
TVeskVv94xqnXyiwRJTFg,u9uGiC1tS8e9xQbWq1SPYQ,DR,-4.19061563345566E-8,,2015-10-01,2015-10-01,2015-10-01
q8pD91iekkhOdYCPjPWD9w,FlFojeXldduTqg9GVjeg,DR,-2.0848833997291845E-7,,2018-01-17,2018-01-10,2018-01-10
mxZQLnMB6oEJIfNqx5GJmg,YRgzlxoPB1ZdJwAzCYFTKg,DR,-8.469838811399811E-6,,2018-03-28,2018-03-28,2018-03-28
vpJaKTxShAPIzR3O6WBNtg,L3V9spYyyi0cF1uABFBXQ,DR,-2.0848833997291845E-7,,2013-02-20,2013-02-20,2013-02-20
hgKn8WSDSpycaBVhxRMbYw,ynfIT0Y98igWmyJMUJKfYw,DR,-7.1667866865690705E-6,,2015-03-27,2015-03-27,2015-03-27
GWGjhwSWxfwfU3S9MFYRA,8bZ2ysbcYRNJBsvUYBQ,DR,-9.612354914451403E-7,,2018-04-01,2018-03-31,2018-03-31
q8pD91iekkhOdYCPjPWD9w,Umn4lxr2bdaSCAjDau11KA,DR,-2.0848833997291845E-7,,2017-07-15,2017-07-14,2017-07-14
q8pD91iekkhOdYCPjPWD9w,P9JONhv2knPiHVcjl9vRdA,DR,-2.0848833997291845E-7,,2018-01-17,2018-01-12,2018-01-12
TVeskVv94xqnXyiwRJTFg,duxgxo3cG8IdQ6PKGmijg,DR,-2.0848833997291845E-7,,2013-03-06,2013-03-06,2013-03-06
3OBjfIaphkQ6F8bLxDuoRg,jXzhfnTsAhfdiMpVsD0mug,DR,-1.9235186367986447E-4,,2016-05-20,2016-05-20,2016-05-20
9QiDc0WtDpDQ0rxvdIJtw,RZt5Qc6Y6oQaDO3P21Ukw,DR,-1.5636625497968884E-9,,2016-06-01,2016-05-31,2016-05-31
pHR3sgMQTQZrj3D2vdMTA,jUolIxAqtYA7atikNa87hw,DR,-2.0848833997291845E-7,,2016-07-12,2016-07-09,2016-07-09
pHR3sgMQTQZrj3D2vdMTA,T0uXXIH1CnQmK0vjPTqKvg,DR,-2.0848833997291845E-7,,2018-03-24,2018-03-24,2018-03-24
TVeskVv94xqnXyiwRJTFg,FLB3yO9R6HHvzOADKaOkSg,CR,1.7513020557725147E-8,,2017-07-01,2017-06-30,2017-06-30
q8pD91iekkhOdYCPjPWD9w,Ezwe5FDJs7uYLvCzqaJHQ,DR,-2.0848833997291845E-7,,2018-01-17,2018-01-12,2018-01-12
tQcVzouqvryGlr5d3GzSsQ,yaAUOQENwS4JOlW44zezw,DR,-5.629185179268798E-5,,2017-03-30,2017-03-30,2017-03-30
q8pD91iekkhOdYCPjPWD9w,EQy1YJHxQI4oNotyVZQnoQ,DR,-4.1494287618940105E-5,,2018-01-17,2018-01-12,2018-01-12
hgKn8WSDSpycaBVhxRMbYw,kDpIPQDaqf4QZkoe6VK5Q,DR,-1.042441699864592E-6,,2014-10-01,2014-09-30,2014-09-30
vpJaKTxShAPIzR3O6WBNtg,0BaiQEQKrn8ql8x8pDqNw,DR,-1.3403611132688938E-5,,2015-08-18,2015-08-18,2015-08-18
tQcVzouqvryGlr5d3GzSsQ,yF0rCNqfsZ7SztRBXIkNg,CR,0.004932120155439013,,2013-01-19,2013-01-19,2013-01-19
ykaholNazjUF6IieRywg,irSJSr9kygCE30d6Z1XA,DR,-3.1273250995937767E-6,,2014-10-01,2014-09-30,2014-09-30
Ud3GfZ7BxGDpM9VQT0xSoQ,uJeaJvZeZ92kDy7sCfw,DR,-2.1373182172323735E-6,,2016-09-01,2016-08-31,2016-08-31
3OBjfIaphkQ6F8bLxDuoRg,teqfmInWQUUrneFtC6eePA,CR,5.451970090291817E-6,,2014-05-13,2014-05-13,2014-05-13
q8pD91iekkhOdYCPjPWD9w,NOz33Wql1yC2hoS44mci0w,DR,-2.0848833997291845E-7,,2017-04-28,2017-04-27,2017-04-27
EJD3qDQEKRHGGA8kcLNMg,jOe6sz5r2v4M3RG74Zy5IA,CR,0.006984359389092767,,2015-12-08,2015-12-08,2015-12-08
Ud3GfZ7BxGDpM9VQT0xSoQ,IxfCLCuPcI8MtOXT5LPzZA,DR,-2.0265066645367673E-6,,2016-05-01,2016-04-30,2016-04-30
tQcVzouqvryGlr5d3GzSsQ,bqKWZDk5l2tJ8yKg7tbTRg,CR,2.673456407889732E-5,,2014-01-02,2014-01-02,2014-01-02
Pkp6yyuXncJiON0UcIOxHw,gznJ3CLWma8BlXXJJVyfQ,DR,-1.5636625497968883E-6,,2014-06-01,2014-05-31,2014-05-31
pHR3sgMQTQZrj3D2vdMTA,JaVyrCxPYmG27F45h6dhew,DR,-2.0848833997291845E-7,,2016-05-28,2016-05-28,2016-05-28
FwvoshQvrd8aUT0xAYWpEA,zmD4K1g9J25o8Tlod5Xg,CR,0.007671091313816815,,2015-02-03,2015-02-03,2015-02-03
q8pD91iekkhOdYCPjPWD9w,AZbMtEC1Yl0YNtfJJ9bIg,DR,-2.0848833997291845E-7,,2017-10-14,2017-10-10,2017-10-10
q8pD91iekkhOdYCPjPWD9w,e5uUDthqUaNdSo0h4wdjQ,DR,-1.1166739733119497E-5,,2018-01-17,2018-01-11,2018-01-11
tQcVzouqvryGlr5d3GzSsQ,h99A9cCRl0YfkfjC9VRsgQ,DR,-0.016152869835470197,,2013-12-06,2013-12-06,2013-12-06
Pkp6yyuXncJiON0UcIOxHw,mnAxoBpFnUwIxxyOxuspg,CR,0.006927946509818725,,2016-03-18,2016-03-18,2016-03-18
qCEjARjLPso4k7uW8tfx6g,h0OEuWoc8UOcnUyJMCip3A,CR,0.004889441862537367,,2017-12-14,2017-12-14,2017-12-14
pHR3sgMQTQZrj3D2vdMTA,UlMRwvkBa09blW2XzpDtLQ,DR,-4.088133189941973E-5,,2017-08-19,2017-08-18,2017-08-18
tQcVzouqvryGlr5d3GzSsQ,M5gI1oxq9OuXi58gvezng,DR,-2.0848833997291845E-7,,2014-01-14,2014-01-14,2014-01-14
T8NHA2PiiwgR0GAwWRq5w,grOFf6XSnXS9TjDZ1RqwEw,CR,4.2052129445788644E-4,,2016-03-01,2016-03-01,2016-03-01
pHR3sgMQTQZrj3D2vdMTA,297BjgGihZfiPE2KlrfQ,DR,-2.0848833997291845E-7,,2017-09-16,2017-09-15,2017-09-15
mxZQLnMB6oEJIfNqx5GJmg,ZhNIn9RYSPD7HXwtI1LdA,DR,-2.0848833997291845E-7,,2015-04-17,2015-04-17,2015-04-17
AvfACktUMOi5v4Uh9GPVig,o2cUfaZrs7UwVZhJogK9DQ,CR,1.7300570939292744E-5,,2013-05-01,2013-04-30,2013-04-30
pHR3sgMQTQZrj3D2vdMTA,fQ4iQq8WrYjznoyiay88OQ,CR,3.3879355245599246E-4,,2016-08-23,2016-08-23,2016-08-23
nHGUSfvX0tEir0EynUq98Q,mEDSAozKG143G9LFGRBPGA,DR,-1.1246903499839083E-4,,2015-03-01,2015-02-28,2015-02-28
6eCUj52hFzqwxdTc9JYe2Q,TIV8ZHZHrmvdq9gB93mCuw,DR,-2.0848833997291845E-7,,2016-12-16,2016-12-16,2016-12-16
hgKn8WSDSpycaBVhxRMbYw,pCpBKViKKkeYIci3iiTCPA,DR,-0.1563662549796888,,2017-08-29,2017-08-29,2017-08-29
tQcVzouqvryGlr5d3GzSsQ,XU0dRpxvnkOMwTHrXsxeg,CR,0.06971262162000086,,2014-07-22,2014-07-22,2014-07-22
nIBZql3zodSzCnAQ8V6YQ,q6Uv4C66gjxeFZA8OdOrGg,DR,-1.6432008514965566E-4,,2016-12-20,2016-12-20,2016-12-20
mxZQLnMB6oEJIfNqx5GJmg,e77B2ove1efnf8WvFx7wRQ,DR,-2.0848833997291845E-7,,2018-03-30,2018-03-30,2018-03-30
hgKn8WSDSpycaBVhxRMbYw,tbtge8DssOUbBEDuEIYEuA,DR,-0.03023080929607317,,2018-04-28,2018-04-28,2018-04-28
nHGUSfvX0tEir0EynUq98Q,HKREP3NUO1tflwMJMxCdw,DR,-1.3343253758266778E-6,,2015-12-01,2015-11-30,2015-11-30
q8pD91iekkhOdYCPjPWD9w,safFNy9gV4siU4KdmmbNg,DR,-1.7552007877300084E-5,,2018-01-17,2018-01-12,2018-01-12
q8pD91iekkhOdYCPjPWD9w,uKLnhStNs0yhHkS58lmLA,DR,-2.0848833997291845E-7,,2016-10-06,2016-10-06,2016-10-06
qCEjARjLPso4k7uW8tfx6g,2GU3EtCFU5ZVOxQSaZVrg,DR,-0.0016574823027847017,,2017-02-25,2017-02-25,2017-02-25
jm7rDcSoWYVcdfJw9NWEw,JfAAKjzpidO6tJF0fU60w,DR,-3.576617472235416E-7,,2017-02-11,2017-02-11,2017-02-11
pHR3sgMQTQZrj3D2vdMTA,bD2t7ZDVmpggwMMCgULSWg,DR,-2.0848833997291845E-7,,2016-07-12,2016-07-09,2016-07-09
DDiPEQQ4o7RsGu5x40Zw,UcOaMv29Pm6GkgC7sNpI3A,DR,-1.3752933346313565E-6,,2017-01-01,2016-12-31,2016-12-31
MVezspyBbLMmOINMjVBSlw,aZylLJ6KAgwMHUqCL7ltvg,CR,9.400739249378893E-7,,2015-08-01,2015-07-31,2015-07-31
Ud3GfZ7BxGDpM9VQT0xSoQ,oN3qW32bgV2WNkHBBaJ1Q,DR,-2.0798796795698345E-6,,2016-11-01,2016-10-29,2016-10-29
q8pD91iekkhOdYCPjPWD9w,QjieCzjPL5LNr09z9KvcsQ,DR,-2.0848833997291845E-7,,2016-10-12,2016-10-11,2016-10-11
hgKn8WSDSpycaBVhxRMbYw,ykBG9OXyPELwMj4QYyr7mA,DR,-9.695854494610558E-6,,2016-10-01,2016-10-01,2016-10-01
TVeskVv94xqnXyiwRJTFg,GAYFRN4MLyv7Lth5hLZZ2w,CR,3.887598680139021E-5,,2014-11-01,2014-10-31,2014-10-31
qCEjARjLPso4k7uW8tfx6g,Q2P2F1jtcjSN2sCX410Yg,DR,-2.0848833997291845E-7,,2013-08-22,2013-08-30,2013-08-30
nHGUSfvX0tEir0EynUq98Q,33H2hQIg0PSsx6TiE5qg,DR,-1.6679067197833473E-7,,2015-05-01,2015-04-30,2015-04-30
AvfACktUMOi5v4Uh9GPVig,5HDe1Yei5k1WZPkw98Jag,DR,-3.1273250995937767E-6,,2015-05-01,2015-04-30,2015-04-30
EJD3qDQEKRHGGA8kcLNMg,duotxcECRvf1PkdBfVYyOw,DR,-1.5682492932762925E-6,,2016-09-07,2016-09-06,2016-09-06
tQcVzouqvryGlr5d3GzSsQ,QwSGXEXQ3lTgnKXwLUhvyA,CR,3.1867442764860584E-7,,2015-06-02,2015-06-02,2015-06-02
6UEFeUSpepDfh5o7sQC3Q,XrCdJTvF0LDOfnhvBp1A,DR,-1.5636625497968883E-6,,2015-12-01,2015-11-30,2015-11-30
tQcVzouqvryGlr5d3GzSsQ,NMs3XlstqJqzIQSRM8WQ,DR,-0.03932892146533117,,2013-03-13,2013-03-13,2013-03-13
6iHO5Wu2uDhH27H4kjy2aA,OfH8haLrE9dDUOulQLxFwg,DR,-1.1288601167833669E-4,,2014-06-01,2014-05-31,2014-05-31
q8pD91iekkhOdYCPjPWD9w,GJ3x2qqXpVCpdEOVbIkQTg,DR,-2.0848833997291845E-7,,2015-05-06,2015-05-06,2015-05-06
pHR3sgMQTQZrj3D2vdMTA,q9TF6UUl1er4uBPRWZ3dw,DR,-4.088133189941973E-5,,2017-08-19,2017-08-18,2017-08-18
tQcVzouqvryGlr5d3GzSsQ,6PYPRagb1X5LRbGNEsxA,DR,-2.0848833997291845E-7,,2016-11-19,2016-11-17,2016-11-17
EJD3qDQEKRHGGA8kcLNMg,JVexZqEZLCDgVDrkDyVKw,DR,-0.021682787357183517,,2015-06-23,2015-06-23,2015-06-23
6UQIXlse78XFUxu2GD9vuw,9JEw2PVLW24oRqsVbxUOyg,CR,0.004460470431416208,,2014-10-15,2014-10-15,2014-10-15
tQcVzouqvryGlr5d3GzSsQ,cmyNKC9X8xf4EuM7if4gA,DR,-0.06515960811394665,,2014-09-17,2014-09-17,2014-09-17
q8pD91iekkhOdYCPjPWD9w,eYZU98bpp6uEhkciNi8PQ,DR,-2.0848833997291845E-7,,2016-04-14,2016-04-14,2016-04-14
GSoJUidIpZHsYR5SByVw5Q,EXfRf45EOEP9xAgy3wXBw,DR,-2.0848833997291845E-7,,2016-01-15,2016-01-15,2016-01-15
knJd4g3Shy8ZplBhSMVzDw,OXel4IDdMUiwfpVk5sA8JA,DR,-4.1176447144651394E-7,,2015-02-01,2015-01-31,2015-01-31
T8NHA2PiiwgR0GAwWRq5w,kULzOGLRgFC4sttyZIiPxQ,CR,-1.0424416998645922E-4,T8GVdhamgM2UtSbNjqrVGQ,2018-03-01,2018-01-04,2018-01-04
xzr1Dh5MZU1ffmJ38pyjbQ,4OEiAPeLg5Oz0YyzxOogw,DR,-2.0848833997291845E-7,,2017-08-19,2017-08-19,2017-08-19
q8pD91iekkhOdYCPjPWD9w,vicECwoNauTp89RjIb7uHw,DR,-2.0848833997291845E-7,,2017-04-28,2017-04-27,2017-04-27
tQcVzouqvryGlr5d3GzSsQ,HOkw291OQcRNPJMfofQ,DR,-2.4862234541770524E-7,,2015-12-17,2015-12-15,2015-12-15
FwvoshQvrd8aUT0xAYWpEA,JrgUVKDBek7aEPXKElORw,DR,-2.8712284471880418E-5,,2015-06-19,2015-06-19,2015-06-19
tQcVzouqvryGlr5d3GzSsQ,9RxYY2MtnZn888SPZJHg,DR,-0.0406810914624203,,2013-04-02,2013-04-02,2013-04-02
pHR3sgMQTQZrj3D2vdMTA,pwX3smhHn0TUYJuh6LZkA,DR,-0.001562280167858698,,2016-07-12,2016-07-09,2016-07-09
hgKn8WSDSpycaBVhxRMbYw,sunSldf2O06LcfvslYeQ,DR,-2.0848833997291845E-7,,2015-02-28,2015-02-28,2015-02-28
mxZQLnMB6oEJIfNqx5GJmg,3LPNoKKGajucY3KGz6UgSA,DR,-0.1313476541829386,,2017-04-22,2017-04-22,2017-04-22
FwvoshQvrd8aUT0xAYWpEA,iGDZFy431JV4yTeh4uXeeg,DR,-1.5636625497968883E-6,,2015-10-01,2015-09-30,2015-09-30
md7aM01oXGgM2wZ3pYADg,Fc20Zg7ypPIKZW1UNqsg1A,CR,2.1891275697156436E-6,,2017-10-01,2017-09-29,2017-09-29
FGDHB57MoXjAuPQNqDvg,PZsTWHrOJnHms9aEEwXidw,DR,-7.297091899052145E-8,,2015-02-01,2015-01-31,2015-01-31
tQcVzouqvryGlr5d3GzSsQ,XK5PorfaJb69sqbCEliZg,CR,0.005524941009282338,,2014-05-30,2014-05-30,2014-05-30
hgKn8WSDSpycaBVhxRMbYw,rrETlQQGYypVwRS2N08w,DR,-1.042441699864592E-6,,2017-08-01,2017-07-29,2017-07-29
q8pD91iekkhOdYCPjPWD9w,k7jHfbgFzQs9wTnM2E8nw,DR,-2.0848833997291845E-7,,2016-04-14,2016-04-13,2016-04-13
pHR3sgMQTQZrj3D2vdMTA,EEQE4hwaRMvv6xvV0sZmw,DR,-2.0848833997291845E-7,,2016-07-12,2016-07-09,2016-07-09
TVeskVv94xqnXyiwRJTFg,mlNF1XNLYGeXGFaVgjRQ,DR,-3.6485459495260724E-9,,2017-02-25,2017-02-25,2017-02-25
mxZQLnMB6oEJIfNqx5GJmg,1a95H4560m34hIiuQmQ8Ww,DR,-2.0848833997291845E-7,,2016-10-29,2016-10-29,2016-10-29
q8pD91iekkhOdYCPjPWD9w,9cTwxn3TglNyVU03IF64JA,CR,9.903196148713625E-9,,2015-03-01,2015-02-28,2015-02-28
knJd4g3Shy8ZplBhSMVzDw,FXurivqTfOB0EEg7Y3hekQ,DR,-9.38197529878133E-9,,2017-03-01,2017-02-28,2017-02-28
xD5BGlG04X3hPpRXDZd0A,9HCPVuxHYZm0fT6l4o9n6A,DR,-2.836483865331555E-7,,2015-08-28,2015-09-01,2015-09-01
q8pD91iekkhOdYCPjPWD9w,WDYNBFb01xOXW8cxZtC1Q,DR,-1.347105711067018E-5,,2016-10-12,2016-10-11,2016-10-11
GtHbSe2CR7h9DUcUXMa3w,JkvYU7AW9ss87CrWiL1jxA,DR,-6.211493112813159E-6,,2018-01-01,2017-12-30,2017-12-30
tQcVzouqvryGlr5d3GzSsQ,19gCOiRMCBE1P1aP4YH2g,DR,-2.0848833997291845E-7,,2016-06-21,2016-06-21,2016-06-21
T8NHA2PiiwgR0GAwWRq5w,n579OmdFMWDKXZntUlt4sw,DR,-4.22141457347816E-4,,2016-09-01,2016-08-31,2016-08-31
FwvoshQvrd8aUT0xAYWpEA,xlmEMclgBGxSplm45fSoiA,CR,4.359054405761481E-4,,2013-04-01,2013-03-29,2013-03-29
q8pD91iekkhOdYCPjPWD9w,KrgEWQajSenqzE5t6uOhRA,DR,-1.3320007308359799E-5,,2016-07-08,2016-07-08,2016-07-08
ykaholNazjUF6IieRywg,o6hLdPWgQUvPYbHEx5kFHA,DR,-2.0848833997291845E-7,,2013-01-29,2013-01-29,2013-01-29
Ud3GfZ7BxGDpM9VQT0xSoQ,6OGJgsn88IoVzdVGGOaYMw,DR,-2.8114652645348047E-7,,2017-02-25,2017-02-23,2017-02-23
ykaholNazjUF6IieRywg,ILnRqjNWJKS6H4O4hQaQ,DR,-5.21220849932296E-7,,2015-07-31,2015-07-31,2015-07-31
tQcVzouqvryGlr5d3GzSsQ,ejd0JXz4i3YoMr2E0kiSg,DR,-1.5708970951939485E-5,,2014-11-08,2014-11-08,2014-11-08
3OBjfIaphkQ6F8bLxDuoRg,KA5orkhtry2ew13elzLVcw,CR,2.7675784689705056E-6,,2017-12-01,2017-11-30,2017-11-30
pHR3sgMQTQZrj3D2vdMTA,7ZZBsoMvGe6z5ObC48yISA,CR,8.339533598916738E-4,,2014-08-02,2014-08-02,2014-08-02
pHR3sgMQTQZrj3D2vdMTA,sHsTyuSGFKbHdTpACXV6A,DR,-2.0848833997291845E-7,,2016-07-12,2016-07-12,2016-07-12
pHR3sgMQTQZrj3D2vdMTA,uqXYoJ1QhpBhTBN4kg0UA,DR,-2.0848833997291845E-7,,2017-08-19,2017-08-17,2017-08-17
q8pD91iekkhOdYCPjPWD9w,5uhTaiX4geS0L7qHy0vyQ,DR,-1.1029658649587303E-5,,2017-10-14,2017-10-10,2017-10-10
q8pD91iekkhOdYCPjPWD9w,99BppnzlOusk5diCAmu8DA,DR,-2.0848833997291845E-7,,2017-04-01,2017-04-01,2017-04-01
hgKn8WSDSpycaBVhxRMbYw,k6zNAFgNHdKNG6zkyrTqQ,CR,0.10424398234695323,,2017-10-19,2017-10-19,2017-10-19
Pkp6yyuXncJiON0UcIOxHw,qGOA0SD20sCdS82WPWg7A,CR,0.0020848833997291843,,2015-01-23,2015-01-23,2015-01-23
tQcVzouqvryGlr5d3GzSsQ,KbMyD7SzX2FCK6RUkMGdQ,DR,-0.03954575038134471,,2013-02-28,2013-02-28,2013-02-28
q8pD91iekkhOdYCPjPWD9w,SZbo8NeammUYSkGpJ0Ifw,DR,-1.320929999983418E-5,,2016-10-12,2016-10-11,2016-10-11
pHR3sgMQTQZrj3D2vdMTA,CYay1mWYdJsShNbhrLv8vg,CR,0.0015636625497968883,,2014-03-25,2014-03-25,2014-03-25
6UEFeUSpepDfh5o7sQC3Q,3aBw8nUy62nnct3BuGw,DR,-2.0848833997291845E-7,,2018-03-23,2018-03-23,2018-03-23
pHR3sgMQTQZrj3D2vdMTA,aSiCMDOi7NnSLl4zPV96g,DR,-1.814442749533313E-5,,2017-08-19,2017-08-17,2017-08-17
q8pD91iekkhOdYCPjPWD9w,e0CvitDptEfQP7reXh7Q,DR,-2.985500906327198E-5,,2017-04-28,2017-04-27,2017-04-27
r0fY7DHmnbtVirxmaINxA,n96TQvQsS6ZJc5hCtuijQ,DR,-0.0012296439015471257,,2015-11-20,2015-11-20,2015-11-20
Pkp6yyuXncJiON0UcIOxHw,LDi034D0oy9r2waukecH2w,DR,-2.0848833997291844E-4,,2014-06-24,2014-06-24,2014-06-24
mxZQLnMB6oEJIfNqx5GJmg,BGbWscdjwAvkwjZLPUHGgA,CR,0.833327894871755,,2013-06-21,2013-06-21,2013-06-21
pHR3sgMQTQZrj3D2vdMTA,QFCcIQwQCTOLkKkOLcsfPw,DR,-1.632995347254882E-5,,2017-09-16,2017-09-15,2017-09-15
pHR3sgMQTQZrj3D2vdMTA,tyrWLXwLmYQkpG1ioemJQ,DR,-5.02305953776593E-4,,2017-12-09,2017-12-06,2017-12-06
FGDHB57MoXjAuPQNqDvg,Lg2X35WcsDcnGJqZyTYbIA,DR,-4.860040419857706,,2016-03-19,2016-03-19,2016-01-29
q8pD91iekkhOdYCPjPWD9w,BMZKNMwvVz4CGFgunmjOA,DR,-2.0848833997291845E-7,,2016-10-12,2016-10-11,2016-10-11
hgKn8WSDSpycaBVhxRMbYw,GEybqJHTIJay2yV0oqThzA,CR,0.0031273250995937766,,2015-05-19,2015-05-19,2015-05-19
q8pD91iekkhOdYCPjPWD9w,svGRPa6raOvWob2VZLS9xw,DR,-1.2677446244563265E-5,,2015-10-20,2015-10-20,2015-10-20
q8pD91iekkhOdYCPjPWD9w,cKIeWJFVAVAjka0zcsR2g,DR,-1.69105934993734E-5,,2018-01-17,2018-01-12,2018-01-12
q8pD91iekkhOdYCPjPWD9w,4I7Q8KTWvtTOGVYcxYqzQ,DR,-1.1029658649587303E-5,,2017-10-14,2017-10-10,2017-10-10
pHR3sgMQTQZrj3D2vdMTA,RzCCVjbz3Yge3svPGLyeQ,DR,-2.0848833997291845E-7,,2013-11-05,2013-11-09,2013-11-09
q8pD91iekkhOdYCPjPWD9w,uRYhbxMAaBCqwp6HcY8Oww,CR,0.0010424416998645921,,2015-03-20,2015-03-20,2015-03-20
qCEjARjLPso4k7uW8tfx6g,g07M3n7xHbbQfZDUqX5b1Q,DR,2.0848833997291845E-7,lYYVnnxkT3eQFifOfOVSbA,2016-12-23,2016-12-31,2016-12-31
q8pD91iekkhOdYCPjPWD9w,uhLTdtUPwxWi7ExxYrsUw,DR,-2.0848833997291845E-7,,2016-12-23,2016-12-23,2016-12-23
q8pD91iekkhOdYCPjPWD9w,BmNHheTHbF0Tfyy4jaA,DR,-1.2855808019410097E-5,,2017-01-14,2017-01-12,2017-01-12
6UEFeUSpepDfh5o7sQC3Q,28QqbcAXIyRaBIyB8uba6g,CR,0.644374912354299,,2014-02-27,2014-02-27,2014-02-27
q8pD91iekkhOdYCPjPWD9w,wlA1DKieX5Llo2BNlWFzhg,DR,-2.0848833997291845E-7,,2017-01-14,2017-01-12,2017-01-12
pHR3sgMQTQZrj3D2vdMTA,bxHruefb0jFFQyHfGfnbDQ,DR,-2.0848833997291845E-7,,2016-08-24,2016-08-24,2016-08-24
nHGUSfvX0tEir0EynUq98Q,gNcCl5LvIVZdqHQfrbbxPA,DR,-1.3900960067694335E-4,,2017-08-01,2017-07-29,2017-07-29
mxZQLnMB6oEJIfNqx5GJmg,bQlQQwfRrd7efwVxprbXA,DR,-2.0848833997291845E-7,,2015-01-24,2015-01-24,2015-01-24
q8pD91iekkhOdYCPjPWD9w,2rmp3B6IcjDXPZn19qtMEQ,DR,-2.0848833997291845E-7,,2017-07-15,2017-07-12,2017-07-12
jm7rDcSoWYVcdfJw9NWEw,raAbStuZJ8pMmDqTQdQs1A,DR,-7.255592294980535E-5,,2016-07-13,2016-07-13,2016-07-13
q8pD91iekkhOdYCPjPWD9w,K4A8N2KrQeGtl0XKoH4XuQ,CR,0.0010424416998645921,,2015-09-25,2015-09-25,2015-09-25
q8pD91iekkhOdYCPjPWD9w,wuQKogyeP7wdvnyZXsAww,DR,-1.0204628590646471E-4,,2017-10-14,2017-10-10,2017-10-10
q8pD91iekkhOdYCPjPWD9w,ERpcqkl0s9xdsvKdnYAr2g,DR,-3.427756797494752E-5,,2017-04-28,2017-04-27,2017-04-27
q8pD91iekkhOdYCPjPWD9w,yI2hfzFV09G6wwOuMGlvA,DR,-2.0848833997291845E-7,,2017-10-14,2017-10-10,2017-10-10
knJd4g3Shy8ZplBhSMVzDw,hUOsxa2152tWU1t7DoxCzQ,CR,0.08860754448849033,,2015-07-30,2015-07-30,2015-07-30
Ud3GfZ7BxGDpM9VQT0xSoQ,ywIlFkwO2QXgKykN7ORXoA,DR,-2.4445257861824685E-6,,2017-10-01,2017-09-30,2017-09-30
Pkp6yyuXncJiON0UcIOxHw,8sVjEs0eKJ38Ye8EDp2CA,DR,-2.0848833997291845E-7,,2016-04-07,2016-04-07,2016-04-07
Ud3GfZ7BxGDpM9VQT0xSoQ,piGJBvVgEQtiwb8JiehWw,DR,-2.1940270457050074E-6,,2016-12-01,2016-11-30,2016-11-30
tQcVzouqvryGlr5d3GzSsQ,9TswUCIVe1tgXRQuUVQDqg,CR,0.015428137157995963,,2016-06-25,2016-06-25,2016-06-25
q8pD91iekkhOdYCPjPWD9w,sHApv5udkcHL7bn3KxPMNQ,DR,-2.0848833997291845E-7,,2017-10-14,2017-10-10,2017-10-10
nIBZql3zodSzCnAQ8V6YQ,s2Hjiq6WxuoATlMu695d3g,DR,-5.212208499322961E-5,,2014-11-19,2014-11-19,2014-11-19
xD5BGlG04X3hPpRXDZd0A,6dXDnIl7EpMzjrkuYuYpUA,DR,-1.0960232032376323E-6,,2016-07-01,2016-06-30,2016-06-30
EEiEWmxxgkFs7hrRHHA3Uw,jZaVir36JtkBm1F9vonGXQ,DR,-1.042441699864592E-6,,2017-05-01,2017-04-29,2017-04-29
pHR3sgMQTQZrj3D2vdMTA,WRZ467daiusJ3V2t9QZ7Q,DR,-2.0848833997291845E-7,,2016-08-24,2016-08-24,2016-08-24
TRarw5oy3j3U02RXMQgPvA,CEeXuHRj0J5yz4OlOINIQA,DR,-1.243528703768472E-6,,2017-05-01,2017-04-29,2017-04-29
Pkp6yyuXncJiON0UcIOxHw,SBmmnrHRMG4FJhCRIgwHQ,DR,-2.2412496547088734E-4,,2015-06-03,2015-06-03,2015-06-03
pHR3sgMQTQZrj3D2vdMTA,mPRCdM4cCiaC1QDvxFAhDw,DR,-2.0848833997291845E-7,,2018-03-28,2018-03-28,2018-03-28
pHR3sgMQTQZrj3D2vdMTA,pd7YLb8kVID0zvZOmClOFQ,CR,4.072037890096063E-4,,2016-12-21,2016-12-21,2016-12-21
EJD3qDQEKRHGGA8kcLNMg,Ia16nmSNuQBzT8KhjkD6w,CR,6.254650199187553E-4,,2014-12-03,2014-12-03,2014-12-03
q8pD91iekkhOdYCPjPWD9w,OccMUHnMmWMCU1TlbdZm4Q,DR,-2.0848833997291845E-7,,2017-04-28,2017-04-27,2017-04-27
pHR3sgMQTQZrj3D2vdMTA,LWRHTfbtQrXHcDyA02Ei9Q,DR,-7.631179869674949E-4,,2017-12-09,2017-12-07,2017-12-07
pHR3sgMQTQZrj3D2vdMTA,edBVghruCgkfvpq73oKwA,DR,-2.0848833997291845E-7,,2017-09-16,2017-09-15,2017-09-15
q8pD91iekkhOdYCPjPWD9w,ZuBPAa2akUYQNAwBkEcpQ,DR,-2.0848833997291845E-7,,2017-02-28,2017-02-28,2017-02-28
6UQIXlse78XFUxu2GD9vuw,1Ar0Z7ipddTcHav19KHig,CR,0.005212208499322961,,2016-10-27,2016-10-27,2016-10-27
vpJaKTxShAPIzR3O6WBNtg,5i2NEo6hr17XJguMLgch5A,DR,-1.300967241431011E-4,,2014-12-23,2014-12-23,2014-12-23
q8pD91iekkhOdYCPjPWD9w,emzw2bqlfjE9Si6LP7Sg,DR,-2.8984361755545078E-5,,2016-10-12,2016-10-11,2016-10-11
6eCUj52hFzqwxdTc9JYe2Q,EmHFlq9OWBpyS6KQjYWPg,DR,-2.0848833997291845E-7,,2016-06-22,2016-06-22,2016-06-22
